frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
103.9,W280GB,Escanaba,MI,NDIR,0.25,45.802166666666665,87.14066666666668,D,KX COUNTRY,,"Aurora Media, LLC",Country,
104.1,W281CG,TRAVERSE CITY,MI,NDIR,0.25,44.75611111111111,85.67841666666668,D,THE SOURCE,,"Northern Christian Radio, Inc.",Soft Christian Contemporary,Traverse City-Petoskey-Cadillac
104.7,W284AH,LANSING,MI,NDIR,0.25,42.720305555555555,84.51913888888889,D,,,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,Lansing-East Lansing
104.7,W284BQ,DETROIT,MI,DRL,0.25,42.60452777777778,82.91186111111112,D,FAMILY LIFE RADIO,,"Relevant Radio, Inc.",Contemporary Christian,Detroit
104.7,W284DF,PETOSKEY,MI,NDIR,0.25,45.32138888888889,84.87588888888888,D,THE TICKET,,"MACDONALD GARBER BROADCASTING, INC.",Sports,Traverse City-Petoskey-Cadillac
105.9,W290DR,ST. LOUIS,MI,NDIR,0.25,43.35219444444444,84.60619444444444,D,THE BIG M,,KROL COMMUNICATIONS INC.,Country,
104.9,W285FO,GRAND RAPIDS,MI,NDIR,0.25,42.95363888888889,85.6986388888889,D,MAGIC 104.9,,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",Urban AC,Grand Rapids
105.1,W286AU,KALAMAZOO,MI,NDIR,0.25,42.31447222222222,85.615,D,JETHRO FM,84.2,"KALAMAZOO BROADCASTING COMPANY, INC.",Country,Kalamazoo
105.1,W286BC,MARQUETTE,MI,NDIR,0.25,46.603833333333334,87.62097222222222,D,,320.3,MEDIABREW COMMUNICATIONS MARQUETTE LLC,Sports,
105.1,W286CI,SAGINAW,MI,NDIR,0.25,43.40419444444444,83.97108333333334,D,SMILE FM MICHIGAN'S POSITIVE HITS,36.8,Smile FM,Contemporary Christian,Saginaw-Bay City-Midland
105.3,W287CJ,NORWAY,MI,NDIR,0.25,45.79111111111111,87.91858333333334,D,WISCONSIN'S RADIO VOICE OF THE MASTER,-6.9,"WRVM, INC.",Religious Teaching,
105.5,W288BK,ROCHESTER HILLS,MI,NDIR,0.038,42.678638888888884,83.12438888888889,D,K-LOVE,54.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Detroit
105.5,W288BT,ST. CLAIR,MI,DRL,0.049,42.97697222222222,82.46436111111112,D,ROCK 105.5,,"LIGGETT COMMUNICATIONS, LLC",Rock,Detroit
105.5,W288DW,SOUTHFIELD,MI,DRL,0.099,42.48363888888889,83.31216666666667,D,AVE MARIA RADIO,,"Word Broadcasters, Inc.",Religious Teaching,Detroit
105.9,W290CO,IRON MOUNTAIN,MI,NDIR,0.013,45.81388888888888,88.05163888888889,D,WISCONSIN'S RADIO VOICE OF THE MASTER,,"WRVM, INC.",Religious Teaching,
105.9,W290DM,MIDLAND,MI,DRL,0.15,43.629083333333334,84.16944444444445,D,AVE MARIA RADIO,,"AM Media Services, LLC",Religious Teaching,Saginaw-Bay City-Midland
106.1,W291CJ,MARQUETTE,MI,NDIR,0.25,46.603833333333334,87.62097222222222,D,106.1 THE SOUND,,MEDIABREW COMMUNICATIONS MARQUETTE LLC,Soft AC,
106.1,W291DE,CADILLAC,MI,NDIR,0.25,44.22508333333334,85.40125,D,NEWS TALK 1240,,"MACDONALD GARBER BROADCASTING, INC.",Talk,Traverse City-Petoskey-Cadillac
